ID,Age,Transportation expense,Distance from Residence to Work,Service time,Years until retirement,Disciplinary failure,Number of children,Social drinker,Social smoker,Number of pets,Weight,Height,Absenteeism time in hours,Day of the week_Monday,Day of the week_Saturday,Day of the week_Thursday,Day of the week_Tuesday,Day of the week_Wednesday,Seasons_Spring,Seasons_Summer,Seasons_Winter,Education_High School,Education_Master’s or PhD,Education_Postgraduate,bmi_category_Obesity Class I,bmi_category_Obesity Class II,bmi_category_Overweight,Month_sin,Month_cos,Reason_for_abs_freq
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.26125
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001,0.26125
27,27,184,42,7.0,38.0,0,0,0,0,0,58.0,167,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.26125
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.03875
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.02625
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.26125
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.26125
6,33,189,29,13.0,32.0,0,2,0,0,2,69.0,167,8,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.05
19,32,291,50,12.0,33.0,0,0,1,0,0,80.0,169,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.05
30,29,157,27,6.0,36.0,0,0,1,1,0,75.0,185,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.05
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.00125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,8,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.0475
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,False,False,False,False,True,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.06875
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,8,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.0,6.123233995736766e-17,0.06875
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,3,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.02375
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,3,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,40,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.06875
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,40,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0325
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,16,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.02
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,16,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.04125
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,8,False,False,False,True,False,True,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.06875
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.01
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0075
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
7,39,279,5,14.0,26.0,0,2,1,1,0,68.0,168,8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.02375
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,24,False,False,False,True,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.06875
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.0325
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1.0,6.123233995736766e-17,0.06875
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,8,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.0325
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,16,False,False,False,False,True,False,False,True,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.0325
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,True,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.06875
7,39,279,5,14.0,26.0,0,2,1,1,0,68.0,168,16,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.02375
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,3,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.02375
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,1,False,False,False,False,True,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.26125
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.14
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.06875
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,1,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.26125
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,24,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.06875
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,3,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.26125
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.02375
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,1,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.14
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,8,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.8,168,56,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.05
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,True,False,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.05
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,24,False,False,False,False,True,True,False,False,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.01
23,36,378,49,11.0,29.0,0,2,0,1,4,65.0,174,8,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.05
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,16,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.06875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.8660254037844387,-0.4999999999999998,0.01875
2,48,235,29,12.0,17.0,1,1,0,1,5,88.0,163,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.05375
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.06875
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,2,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,1,True,False,False,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,False,True,False,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.02625
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,8,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.05
27,27,184,42,7.0,38.0,0,0,0,0,0,58.0,167,4,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.01875
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,2,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.01
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,24,False,False,False,False,True,True,False,False,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.06875
7,39,279,5,14.0,26.0,1,2,1,1,0,68.0,168,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.05375
18,28,330,16,4.0,37.0,1,0,0,0,0,84.0,182,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.05375
23,36,378,49,11.0,29.0,1,2,0,1,4,65.0,174,0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.05375
31,50,388,15,10.8,15.0,1,0,0,0,0,76.0,178,0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.05375
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.0325
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,24,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.06875
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.0475
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.05
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,True,False,False,False,False,False,False,True,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.0475
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,24,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.03125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,4,False,False,True,False,False,True,False,False,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.26125
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.03125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.0325
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,4,True,False,False,False,False,False,False,True,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.26125
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.03125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,8,False,False,False,False,True,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.06875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,16,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1.2246467991473532e-16,-1.0,0.06875
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,90.8,178,80,False,False,False,False,True,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.06875
36,50,118,13,18.0,15.0,0,1,1,0,0,90.8,178,80,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
23,36,378,49,11.0,29.0,0,2,0,1,4,65.0,174,8,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.0475
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.0325
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
32,49,289,48,29.0,16.0,0,0,0,0,2,101.0,172,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.14
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,16,False,False,False,True,False,False,True,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.05
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,8,False,False,False,False,True,True,False,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.02
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,8,False,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.00375
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,4,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.04125
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,False,False,False,True,False,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.04125
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,8,False,False,True,False,False,True,False,False,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.02625
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,2,False,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.03875
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.02
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,False,False,False,True,False,False,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.02
30,29,157,27,6.0,36.0,0,0,1,1,0,79.0,185,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.03875
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,False,False,False,True,False,False,True,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,0.0475
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,False,True,True,False,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.04125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.04125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,32,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.05
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.05
20,36,260,50,11.0,29.0,1,4,1,0,0,65.0,168,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.05375
20,36,260,50,11.0,29.0,1,4,1,0,0,65.0,168,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.05
30,29,157,27,6.0,36.0,0,0,1,1,0,75.0,185,3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.05
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.26125
9,58,228,14,16.0,7.0,0,2,0,0,1,65.0,172,8,False,False,False,True,False,False,True,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.02625
26,43,300,26,13.0,22.0,0,2,1,1,1,75.4,175,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,0.06875
26,43,300,26,13.0,22.0,0,2,1,1,1,77.0,175,2,False,False,True,False,False,False,True,False,True,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,0.02375
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.14
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,4,False,False,False,True,False,False,True,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.26125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,1,False,False,False,False,True,False,True,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.26125
21,33,268,11,8.0,32.0,0,0,0,0,0,79.0,178,8,False,False,True,False,False,False,True,False,False,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,0.0325
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,-0.8660254037844385,-0.5000000000000004,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,3,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.06875
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,2,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.03875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,-0.8660254037844385,-0.5000000000000004,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,0.26125
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,8,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.8660254037844385,-0.5000000000000004,0.05
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,False,False,False,True,False,True,False,False,True,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,0.0075
27,27,184,42,7.0,38.0,0,0,0,0,0,58.0,167,8,False,False,False,False,True,False,True,False,True,False,False,False,False,False,-0.8660254037844385,-0.5000000000000004,0.01
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.0325
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,False,False,True,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.26125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,24,False,False,False,False,True,False,True,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.05
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,24,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
5,43,235,20,13.0,22.0,1,1,1,0,0,106.0,167,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1.0,-1.8369701987210297e-16,0.05375
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,16,True,False,False,False,False,False,True,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.005
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,16,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,3,False,False,False,True,False,False,True,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16,0.14
8,39,231,35,14.0,26.0,1,2,1,0,2,100.0,170,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,-1.0,-1.8369701987210297e-16,0.05375
19,32,291,50,12.0,33.0,1,0,1,0,0,65.0,169,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.05375
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,False,False,True,False,True,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.06875
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,32,False,False,False,False,True,True,False,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.005
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,32,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,4,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-1.0,-1.8369701987210297e-16,0.14
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,8,False,False,False,False,True,True,False,False,True,False,False,False,True,False,-1.0,-1.8369701987210297e-16,0.04125
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,8,True,False,False,False,False,True,False,False,True,False,False,False,True,False,1.0,6.123233995736766e-17,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.14
5,43,235,20,13.0,22.0,1,1,1,0,0,106.0,167,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,-1.0,-1.8369701987210297e-16,0.05375
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,3,False,False,False,False,False,True,False,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16,0.14
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,40,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16,0.01875
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.06875
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.00375
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,4,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-0.8660254037844386,0.5000000000000001,0.04125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.04125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.0475
36,50,118,13,18.0,15.0,1,1,1,0,0,98.0,178,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.05375
33,47,248,25,14.0,18.0,1,2,0,0,1,86.0,165,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.05375
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,8,True,False,False,False,False,True,False,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,0.02
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,3,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,0.01875
